uid,bd_earner_only,bd_members_respfor,bd_bizsector,e_total_employees,e_fulltime_employees,e_parttime_employees,e_casual_employees,e_male_employees,e_female_employees,e_related_employees,e_refugees_employees,Howmanyemployeesarefromthe,sr_bank_account,sr_pri_inc_sourcs,sr_access_newfunds,IfYesinQ31howhaveyouacce,sr_access,sr_access_1,sr_access_2,sr_access_3,sr_access_4,sr_access_5,sr_access_6,sr_access_7,sr_access_8,sr_access_9,sr_access_no,Onaveragehowmanycustomersd,sr_customers_hwmny,OUTLIERCHECKONTHENUMBEROFC,sr_customers_main,sr_records_keepb,sr_mnthly_sales_total,OUTLIERCHECKONTHEAVERAGEMON,sr_fluctuations,sr_revstreams_most,sr_revstreams_least,BI,BJ,BK,BL,Onascaleof1to5where1me,knwrate_sales,knwrate_ops_mgt,knwrate_invent_mgt,knwrate_bkeeping,knwrate_cashflow,skill_imprv1,skill_imprv2,skill_imprv3,skill_imprv4,Howmanymealsdoesyourhouseho,liv_meals_number_base,Inthelast4monthsdidyoubu,liv_assetsbght_4mnths,liv_cookingfuel,CB,CC,liv_expnseschl_3mnths,liv_expnsecooking,liv_expnsehhclthng,liv_expnserent,liv_expnsetrans_comm,aec_knowledge
part/KE16012104118,Yes,6,Shop & Retail,1,1,0,0,1,0,0,0,1,Yes,My Own Business,No,,He Get The Money To Invest From His Business,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,Individuals From The Camp (Refugee Customers),Yes,60000,,"Yes, Strongly Flactuating",April,November,Less Supply Of Goods,Disruption Of Supply Chain,,,,3,4,4,3,3,Book Keeping,,,,,Three Times And More,Twice A Week,"Radio Or Television, Chairs, Tables, Bed, Or Other",Charcoal,,,7000,1500,3000,0,600,Fellow Entrepreneur/Business Owner
part/KE16012104119,Yes,5,Shop & Retail,1,1,0,0,0,1,0,0,1,Yes,My Own Business,No,,She Has Not Accessed Any Loans M,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,10,,Individuals From The Camp (Refugee Customers),No,10000,,"Yes, Somewhat Flactuating",January,July,Competing Expenditure From Other Needs,,,,,3,3,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Once A Day,Twice A Week,"Chairs, Tables, Bed, Or Other Furniture",Firewood,Charcoal,,3000,1300,1500,2500,600,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104120,No,11,Shop & Retail,1,1,0,0,0,1,0,1,0,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,Individuals From The Camp (Refugee Customers),No,150000,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,,,,,1,1,1,1,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,6000,700,4500,0,2000,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104121,Yes,7,Shop & Retail,1,1,0,0,0,0,0,0,0,No,My Own Business,No,,Personal Savings,0,50000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,Individuals From The Camp (Refugee Customers),No,10000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,3,4,Sales,,,,,Twice A Day,Once A Week,None,Firewood,,,0,1200,0,0,500,Client Is Not Aware About Aec
part/KE16012104122,Yes,3,Shop & Retail,1,1,0,0,0,1,0,1,0,Yes,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,450,,Individuals From The Camp (Refugee Customers),No,6000,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,Less Supply Of Goods,,,,2,2,2,1,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,Charcoal,,60000,600,0,0,600,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104123,No,6,Restaurant,2,2,0,0,0,2,0,2,0,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,210,,Individuals From The Camp (Refugee Customers),No,15000,,"Yes, Somewhat Flactuating",November,March,Competing Expenditure From Other Needs,,,,,2,2,2,2,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,,,0,1200,5000,0,0,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104124,No,6,Shop & Wholesale,3,3,0,3,2,1,1,0,3,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,6,,Individuals From The Camp (Refugee Customers),Yes,50000,,"Yes, Somewhat Flactuating",July,January,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,,,12000,1000,20000,0,5000,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104125,No,8,Shop & Retail,1,1,0,0,0,1,0,1,0,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,7000,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,,,,,2,1,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Three Times And More,Twice A Week,None,Firewood,Charcoal,,0,600,25000,3000,3000,Aec-Kenya Staff
part/KE16012104126,Yes,5,Shop & Retail,2,1,1,0,0,2,1,0,2,Yes,My Own Business,No,,She Has Not Been Able To Find Someone To Finance Her,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,150,,Individuals From The Camp (Refugee Customers),Yes,50000,,"Yes, Somewhat Flactuating",December,Februrary,Competing Expenditure From Other Needs,,,,,3,3,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,,,8000,1500,1500,0,1500,Fellow Entrepreneur/Business Owner
part/KE16012104127,Yes,11,Entertainment,2,2,0,0,2,0,0,2,0,Yes,My Own Business,No,,He Has Not Accessed Any New Loans.,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),Yes,21000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,4,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,Radio Or Television,Charcoal,,,0,700,12000,0,3000,Aec-Kenya Staff
part/KE16012104128,Yes,3,Shop & Retail,2,2,1,0,1,1,0,0,2,Yes,My Own Business,No,,"Loan From Online Mobile Platforms [M-Shwari, Tala, Branch, E.T.C]",0,0,0,0,0,6000,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,450,,Individuals From Host Community (Turkana County),No,90000,,"Yes, Somewhat Flactuating",November,March,Competing Expenditure From Other Needs,,,,,2,1,2,1,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Three Times And More,Twice A Week,None,Charcoal,,,0,600,0,5000,3000,Aec-Kenya Staff
part/KE16012104129,Yes,5,Shop & Retail,3,1,2,0,3,0,0,3,0,No,My Own Business,No,,Personal Savings,0,0,0,50000,0,0,0,0,0,"I Have Never Thought About Credit As An Option, Small Business",I Have Never Thought About Credit As An Option,1000,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,250000,Outlier,"Yes, Somewhat Flactuating",November,January,Competing Expenditure From Other Needs,Disruption Of Supply Chain,High Transportation Costs,,,4,4,2,4,4,Sales,Book Keeping,Cash Flow And Inventory Management,,,Once A Day,None,"Chairs, Tables, Bed, Or Other Furniture",Charcoal,,,0,900,300,200,500,Aec-Kenya Staff
part/KE16012104130,No,12,Shop & Retail,2,1,0,0,0,2,0,0,2,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From Host Community (Turkana County),Yes,10500,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,,,,,2,2,2,3,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,60000,2000,4500,0,6000,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104131,Yes,3,Hospitality And Tourism & Hotel,1,1,0,0,0,1,0,0,1,No,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,Small Business,"I Do Not Qualify For Credit, Or I Applied And Was Rejected",100,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,10000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,3,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Once A Day,None,None,Charcoal,,,0,900,1000,0,500,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104132,No,14,Shop & Retail,1,1,0,0,0,1,0,1,0,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,6000,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,Less Supply Of Goods,,,,2,2,1,1,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,26000,1600,0,0,1500,Aec-Kenya Staff
part/KE16012104133,Yes,9,Hospitality And Tourism & Hotel,1,1,0,0,0,1,0,1,0,No,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,20,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,6000,,"Yes, Somewhat Flactuating",December,Februrary,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Once A Day,Once A Week,None,Firewood,Charcoal,,1000,900,1000,0,900,Aec-Kenya Staff
part/KE16012104134,Yes,1,Shop & Retail,1,1,0,0,1,0,0,1,0,No,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),No,30000,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,,,,,1,2,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,0,600,2000,0,1500,Aec-Kenya Staff
part/KE16012104135,Yes,1,Shop & Retail,2,2,0,1,2,0,0,3,0,Yes,My Own Business,No,,His Business Has Not Accessed Any New Loans,0,0,0,0,0,0,0,0,0,"I Have Never Thought About Credit As An Option, I Do Not Qualify For Credit, Or I Applied And Was Re",I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),Yes,750000,Outlier,"Yes, Somewhat Flactuating",January,Februrary,Competing Expenditure From Other Needs,,,,,3,2,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Three Times And More,Twice A Week,"Chairs, Tables, Bed, Or Other Furniture",Charcoal,,,0,600,6000,3500,1500,Fellow Entrepreneur/Business Owner
part/KE16012104136,Yes,4,Personal Services,4,4,0,0,2,2,0,4,0,Yes,My Own Business,No,,He Has Not Accessed Any New Loans,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,80,,Individuals From The Camp (Refugee Customers),Yes,6000,,"Yes, Somewhat Flactuating",Februrary,April,Competing Expenditure From Other Needs,,,,,3,3,3,4,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Once A Day,Twice A Week,"Radio Or Television, Chairs, Tables, Bed, Or Other",I Do Not Cook - Buy Food From Restaurants/Food Ven,,,0,600,5000,3500,600,Fellow Entrepreneur/Business Owner
part/KE16012104137,Yes,1,Personal Services,3,3,0,0,3,0,0,3,0,Yes,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,2400,Outlier,Individuals From The Camp (Refugee Customers),Yes,30000,,"Yes, Somewhat Flactuating",July,January,Competing Expenditure From Other Needs,,,,,2,1,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Three Times A Week Or More,None,Charcoal,,,0,1000,0,0,35000,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104138,Yes,1,Shop & Retail,2,1,1,0,1,1,1,2,0,Yes,My Own Business,No,,He Has Not Accessed Any New Loans,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,210,,Individuals From The Camp (Refugee Customers),Yes,30000,,"Yes, Somewhat Flactuating",November,January,Competing Expenditure From Other Needs,,,,,3,4,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Three Times And More,Twice A Week,Radio Or Television,Firewood,Charcoal,,0,700,4000,2500,600,Fellow Entrepreneur/Business Owner
part/KE16012104139,Yes,5,Fashion,2,1,1,0,1,1,0,2,0,No,My Own Business,No,,Personal Savings,0,20000,0,30000,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,600,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,5000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,High Transportation Costs,,,,2,2,4,2,3,Sales,Book Keeping,Cash Flow And Inventory Management,,,Twice A Day,Once A Week,None,Firewood,Charcoal,,200,700,1000,300,1000,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104140,Yes,1,Shop & Retail,1,0,0,0,1,0,0,1,0,Yes,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,Small Business,"I Do Not Qualify For Credit, Or I Applied And Was Rejected",60,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,5000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,High Transportation Costs,,,,4,4,4,3,4,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Once A Week,"Chairs, Tables, Bed, Or Other Furniture",Firewood,Charcoal,,0,900,1000,0,600,Aec-Kenya Staff
part/KE16012104141,No,1,Shop & Retail,1,1,0,0,1,0,0,1,0,Yes,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),No,150000,,"Yes, Somewhat Flactuating",September,Februrary,Poor Weather,,,,,2,2,1,1,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,,,0,600,0,0,3000,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104142,Yes,4,Fashion,2,2,0,0,1,1,1,2,0,Yes,My Own Business,No,,Loan From Family/Friends,0,0,0,30000,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,100,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County), Sma",No,20000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,Disruption Of Supply Chain,,,,4,4,4,4,5,Sales,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,,Three Times And More,Once A Week,"Radio Or Television, Solar",Charcoal,,,200,1100,1500,300,500,Aec-Kenya Staff
part/KE16012104143,Yes,5,Agribusiness - Primary Production,4,1,0,3,3,0,0,4,0,No,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,"I Have Never Thought About Credit As An Option, I Do Not Trust Financial Institutions/Debt Makes Me",I Have Never Thought About Credit As An Option,300,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,10000,,"Yes, Strongly Flactuating",December,January,Poor Weather,Competing Expenditure From Other Needs,Disruption Of Supply Chain,Calamities/ Pandemic,,2,3,2,2,3,Sales,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,,Three Times And More,Once A Week,None,Firewood,Charcoal,,200,1100,3000,300,600,Aec-Kenya Staff
part/KE16012104144,No,18,Personal Services,2,2,0,0,0,2,0,2,0,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,"I Have Never Thought About Credit As An Option, I Do Not Need External Credit",I Have Never Thought About Credit As An Option,600,,Individuals From The Camp (Refugee Customers),No,15000,,"Yes, Strongly Flactuating",October,Februrary,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,4500,1800,5000,2500,3000,Aec-Kenya Staff
part/KE16012104145,No,13,Transport Motorbike,1,1,0,0,1,0,0,1,0,Yes,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County), Sma",Yes,21000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,4,3,3,3,Operations Management,Book Keeping,Cash Flow And Inventory Management,,,Three Times And More,Twice A Week,None,Firewood,Charcoal,,0,900,3000,0,1000,Aec-Kenya Staff
part/KE16012104146,Yes,7,Hospitality And Tourism & Hotel,2,2,0,0,1,1,0,2,0,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,450,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,90000,,"Yes, Somewhat Flactuating",October,Februrary,Competing Expenditure From Other Needs,,,,,2,2,1,2,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Three Times And More,Once A Week,None,Charcoal,,,1000,1600,0,0,1500,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104147,No,4,Shop & Retail,1,1,0,0,0,1,0,1,0,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,180,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,120000,,"Yes, Somewhat Flactuating",October,Februrary,Competing Expenditure From Other Needs,Less Supply Of Goods,,,,2,1,2,2,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,,,4000,9000,0,0,0,Aec-Kenya Staff
